"country","abbr","ccode","year","workerr","post.sd"
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1979,0.9928,0.0072
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1980,0.9928,0.0069
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1981,0.9929,0.006
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1982,0.993,0.0062
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1983,0.9929,0.0063
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1984,0.993,0.0057
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1985,0.9932,0.0054
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1986,0.9931,0.0056
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1987,0.993,0.0059
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1988,0.9928,0.0063
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1989,0.9926,0.0068
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1990,0.9923,0.0069
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1991,0.9918,0.0071
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1992,0.9917,0.007
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1993,0.9911,0.0079
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1994,0.9903,0.0098
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1995,0.9897,0.0113
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1996,0.9899,0.0104
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1997,0.9904,0.0097
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1998,0.9911,0.0081
"United Kingdom of Great Britain and Northern Ireland","GBR",200,1999,0.9914,0.0074
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2000,0.9916,0.0074
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2001,0.9912,0.0078
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2002,0.9909,0.0083
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2003,0.9909,0.0083
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2004,0.9911,0.0078
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2005,0.991,0.0082
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2006,0.991,0.008
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2007,0.9906,0.0083
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2008,0.9904,0.0087
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2009,0.9904,0.0089
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2010,0.9901,0.0095
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2011,0.9898,0.0094
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2012,0.9894,0.01
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2013,0.989,0.0108
"United Kingdom of Great Britain and Northern Ireland","GBR",200,2014,0.9885,0.0126
"Ireland","IRL",205,1960,0.9911,0.0095
"Ireland","IRL",205,1961,0.9914,0.0091
"Ireland","IRL",205,1962,0.9914,0.009
"Ireland","IRL",205,1963,0.9914,0.009
"Ireland","IRL",205,1964,0.9914,0.0093
"Ireland","IRL",205,1965,0.9914,0.0094
"Ireland","IRL",205,1966,0.9914,0.0093
"Ireland","IRL",205,1967,0.9914,0.0094
"Ireland","IRL",205,1968,0.9914,0.0094
"Ireland","IRL",205,1969,0.9914,0.0095
"Ireland","IRL",205,1970,0.9915,0.0095
"Ireland","IRL",205,1971,0.9914,0.0095
"Ireland","IRL",205,1972,0.9913,0.0095
"Ireland","IRL",205,1973,0.9913,0.0095
"Ireland","IRL",205,1974,0.9913,0.0094
"Ireland","IRL",205,1975,0.9916,0.0091
"Ireland","IRL",205,1976,0.9918,0.0087
"Ireland","IRL",205,1977,0.9919,0.0085
"Ireland","IRL",205,1978,0.9918,0.0085
"Ireland","IRL",205,1979,0.9918,0.0082
"Ireland","IRL",205,1980,0.9921,0.0078
"Ireland","IRL",205,1981,0.9924,0.0075
"Ireland","IRL",205,1982,0.9926,0.0073
"Ireland","IRL",205,1983,0.9928,0.007
"Ireland","IRL",205,1984,0.9929,0.0066
"Ireland","IRL",205,1985,0.9931,0.0064
"Ireland","IRL",205,1986,0.9933,0.0062
"Ireland","IRL",205,1987,0.9934,0.0061
"Ireland","IRL",205,1988,0.9933,0.0059
"Ireland","IRL",205,1989,0.9932,0.006
"Ireland","IRL",205,1990,0.9932,0.0062
"Ireland","IRL",205,1991,0.9931,0.0064
"Ireland","IRL",205,1992,0.9932,0.0062
"Ireland","IRL",205,1993,0.9933,0.0059
"Ireland","IRL",205,1994,0.9933,0.0059
"Ireland","IRL",205,1995,0.9934,0.0058
"Ireland","IRL",205,1996,0.9936,0.0058
"Ireland","IRL",205,1997,0.9935,0.0061
"Ireland","IRL",205,1998,0.9936,0.0059
"Ireland","IRL",205,1999,0.9936,0.0059
"Ireland","IRL",205,2000,0.9936,0.0058
"Ireland","IRL",205,2001,0.9933,0.0059
"Ireland","IRL",205,2002,0.993,0.006
"Ireland","IRL",205,2003,0.9929,0.0062
"Ireland","IRL",205,2004,0.9927,0.0064
"Ireland","IRL",205,2005,0.9927,0.0065
"Ireland","IRL",205,2006,0.9925,0.0067
"Ireland","IRL",205,2007,0.9922,0.007
"Ireland","IRL",205,2008,0.9917,0.0075
"Ireland","IRL",205,2009,0.9917,0.0075
"Ireland","IRL",205,2010,0.9916,0.0077
"Ireland","IRL",205,2011,0.9915,0.0078
"Ireland","IRL",205,2012,0.9915,0.0076
"Ireland","IRL",205,2013,0.9912,0.0077
"Ireland","IRL",205,2014,0.9909,0.0079
"Netherlands","NLD",210,1960,0.7306,0.0644
"Netherlands","NLD",210,1961,0.7365,0.0607
"Netherlands","NLD",210,1962,0.7487,0.0553
"Netherlands","NLD",210,1963,0.7601,0.0512
"Netherlands","NLD",210,1964,0.7706,0.0471
"Netherlands","NLD",210,1965,0.7812,0.0445
"Netherlands","NLD",210,1966,0.7907,0.0446
"Netherlands","NLD",210,1967,0.799,0.0438
"Netherlands","NLD",210,1968,0.8067,0.0433
"Netherlands","NLD",210,1969,0.8145,0.0432
"Netherlands","NLD",210,1970,0.8225,0.0425
"Netherlands","NLD",210,1971,0.8298,0.0422
"Netherlands","NLD",210,1972,0.8362,0.0429
"Netherlands","NLD",210,1973,0.8439,0.0436
"Netherlands","NLD",210,1974,0.8512,0.0438
"Netherlands","NLD",210,1975,0.8593,0.0446
"Netherlands","NLD",210,1976,0.8686,0.0453
"Netherlands","NLD",210,1977,0.879,0.0442
"Netherlands","NLD",210,1978,0.8896,0.0426
"Netherlands","NLD",210,1979,0.9024,0.0409
"Netherlands","NLD",210,1980,0.9157,0.0378
"Netherlands","NLD",210,1981,0.927,0.0366
"Netherlands","NLD",210,1982,0.9352,0.036
"Netherlands","NLD",210,1983,0.9426,0.0331
"Netherlands","NLD",210,1984,0.9475,0.0308
"Netherlands","NLD",210,1985,0.9526,0.0295
"Netherlands","NLD",210,1986,0.9566,0.0287
"Netherlands","NLD",210,1987,0.9615,0.0267
"Netherlands","NLD",210,1988,0.9651,0.0251
"Netherlands","NLD",210,1989,0.9666,0.0243
"Netherlands","NLD",210,1990,0.9675,0.0238
"Netherlands","NLD",210,1991,0.9697,0.022
"Netherlands","NLD",210,1992,0.972,0.0203
"Netherlands","NLD",210,1993,0.9737,0.0194
"Netherlands","NLD",210,1994,0.9753,0.0177
"Netherlands","NLD",210,1995,0.9763,0.018
"Netherlands","NLD",210,1996,0.9753,0.0185
"Netherlands","NLD",210,1997,0.9751,0.019
"Netherlands","NLD",210,1998,0.9752,0.0183
"Netherlands","NLD",210,1999,0.9749,0.0188
"Netherlands","NLD",210,2000,0.9755,0.0181
"Netherlands","NLD",210,2001,0.9756,0.0179
"Netherlands","NLD",210,2002,0.9763,0.0177
"Netherlands","NLD",210,2003,0.976,0.0176
"Netherlands","NLD",210,2004,0.9754,0.018
"Netherlands","NLD",210,2005,0.9749,0.0184
"Netherlands","NLD",210,2006,0.9752,0.0184
"Netherlands","NLD",210,2007,0.976,0.0178
"Netherlands","NLD",210,2008,0.9746,0.0192
"Netherlands","NLD",210,2009,0.9753,0.0186
"Netherlands","NLD",210,2010,0.976,0.0181
"Netherlands","NLD",210,2011,0.9749,0.0184
"Netherlands","NLD",210,2012,0.9726,0.0212
"Netherlands","NLD",210,2013,0.9705,0.0239
"Netherlands","NLD",210,2014,0.966,0.0281
"Belgium","BEL",211,1960,0.9757,0.0206
"Belgium","BEL",211,1961,0.9759,0.0198
"Belgium","BEL",211,1962,0.9759,0.019
"Belgium","BEL",211,1963,0.9761,0.0186
"Belgium","BEL",211,1964,0.9767,0.0182
"Belgium","BEL",211,1965,0.9773,0.0176
"Belgium","BEL",211,1966,0.978,0.0171
"Belgium","BEL",211,1967,0.9785,0.0164
"Belgium","BEL",211,1968,0.979,0.016
"Belgium","BEL",211,1969,0.9795,0.0156
"Belgium","BEL",211,1970,0.9801,0.0155
"Belgium","BEL",211,1971,0.9808,0.015
"Belgium","BEL",211,1972,0.9815,0.0143
"Belgium","BEL",211,1973,0.9825,0.0134
"Belgium","BEL",211,1974,0.9834,0.0124
"Belgium","BEL",211,1975,0.9844,0.0114
"Belgium","BEL",211,1976,0.9852,0.0107
"Belgium","BEL",211,1977,0.9858,0.0103
"Belgium","BEL",211,1978,0.9863,0.0099
"Belgium","BEL",211,1979,0.9868,0.0093
"Belgium","BEL",211,1980,0.9872,0.0092
"Belgium","BEL",211,1981,0.9877,0.0094
"Belgium","BEL",211,1982,0.988,0.0096
"Belgium","BEL",211,1983,0.9884,0.0093
"Belgium","BEL",211,1984,0.9891,0.0082
"Belgium","BEL",211,1985,0.9895,0.0075
"Belgium","BEL",211,1986,0.9898,0.0072
"Belgium","BEL",211,1987,0.9902,0.0075
"Belgium","BEL",211,1988,0.9903,0.0073
"Belgium","BEL",211,1989,0.9906,0.0067
"Belgium","BEL",211,1990,0.9911,0.0064
"Belgium","BEL",211,1991,0.991,0.0069
"Belgium","BEL",211,1992,0.9908,0.0069
"Belgium","BEL",211,1993,0.9906,0.0075
"Belgium","BEL",211,1994,0.9906,0.0075
"Belgium","BEL",211,1995,0.9906,0.0075
"Belgium","BEL",211,1996,0.9906,0.0076
"Belgium","BEL",211,1997,0.9903,0.008
"Belgium","BEL",211,1998,0.99,0.0084
"Belgium","BEL",211,1999,0.9896,0.0089
"Belgium","BEL",211,2000,0.9894,0.0091
"Belgium","BEL",211,2001,0.9894,0.0093
"Belgium","BEL",211,2002,0.9893,0.0101
"Belgium","BEL",211,2003,0.9892,0.0108
"Belgium","BEL",211,2004,0.9892,0.0108
"Belgium","BEL",211,2005,0.9891,0.0107
"Belgium","BEL",211,2006,0.9892,0.0105
"Belgium","BEL",211,2007,0.9887,0.0107
"Belgium","BEL",211,2008,0.9884,0.011
"Belgium","BEL",211,2009,0.9879,0.0122
"Belgium","BEL",211,2010,0.9869,0.014
"Belgium","BEL",211,2011,0.986,0.0158
"Belgium","BEL",211,2012,0.9855,0.0166
"Belgium","BEL",211,2013,0.9851,0.017
"Belgium","BEL",211,2014,0.9847,0.0174
"Luxembourg","LUX",212,1960,0.6323,0.0607
"Luxembourg","LUX",212,1961,0.6339,0.0546
"Luxembourg","LUX",212,1962,0.6394,0.0487
"Luxembourg","LUX",212,1963,0.6455,0.0459
"Luxembourg","LUX",212,1964,0.6526,0.0468
"Luxembourg","LUX",212,1965,0.6628,0.0448
"Luxembourg","LUX",212,1966,0.6727,0.0429
"Luxembourg","LUX",212,1967,0.6816,0.041
"Luxembourg","LUX",212,1968,0.6876,0.0406
"Luxembourg","LUX",212,1969,0.691,0.0406
"Luxembourg","LUX",212,1970,0.6948,0.0402
"Luxembourg","LUX",212,1971,0.6999,0.0404
"Luxembourg","LUX",212,1972,0.7044,0.04
"Luxembourg","LUX",212,1973,0.7093,0.0402
"Luxembourg","LUX",212,1974,0.7139,0.0395
"Luxembourg","LUX",212,1975,0.7183,0.0398
"Luxembourg","LUX",212,1976,0.7233,0.0408
"Luxembourg","LUX",212,1977,0.7291,0.0421
"Luxembourg","LUX",212,1978,0.7349,0.0453
"Luxembourg","LUX",212,1979,0.7407,0.0442
"Luxembourg","LUX",212,1980,0.7458,0.0425
"Luxembourg","LUX",212,1981,0.7534,0.0424
"Luxembourg","LUX",212,1982,0.7599,0.0417
"Luxembourg","LUX",212,1983,0.7654,0.0423
"Luxembourg","LUX",212,1984,0.7735,0.0415
"Luxembourg","LUX",212,1985,0.7832,0.0408
"Luxembourg","LUX",212,1986,0.7889,0.041
"Luxembourg","LUX",212,1987,0.7922,0.0394
"Luxembourg","LUX",212,1988,0.7951,0.0391
"Luxembourg","LUX",212,1989,0.797,0.0394
"Luxembourg","LUX",212,1990,0.8003,0.041
"Luxembourg","LUX",212,1991,0.8028,0.042
"Luxembourg","LUX",212,1992,0.8039,0.0421
"Luxembourg","LUX",212,1993,0.8039,0.0421
"Luxembourg","LUX",212,1994,0.8027,0.0416
"Luxembourg","LUX",212,1995,0.8003,0.0402
"Luxembourg","LUX",212,1996,0.7963,0.0394
"Luxembourg","LUX",212,1997,0.7926,0.0394
"Luxembourg","LUX",212,1998,0.7907,0.0409
"Luxembourg","LUX",212,1999,0.7877,0.0392
"Luxembourg","LUX",212,2000,0.7862,0.0376
"Luxembourg","LUX",212,2001,0.7853,0.0388
"Luxembourg","LUX",212,2002,0.7827,0.0404
"Luxembourg","LUX",212,2003,0.776,0.0384
"Luxembourg","LUX",212,2004,0.7695,0.037
"Luxembourg","LUX",212,2005,0.7642,0.0375
"Luxembourg","LUX",212,2006,0.76,0.0385
"Luxembourg","LUX",212,2007,0.757,0.0395
"Luxembourg","LUX",212,2008,0.7547,0.0424
"Luxembourg","LUX",212,2009,0.7521,0.044
"Luxembourg","LUX",212,2010,0.7506,0.0473
"Luxembourg","LUX",212,2011,0.7505,0.0484
"Luxembourg","LUX",212,2012,0.7473,0.0488
"Luxembourg","LUX",212,2013,0.7457,0.0519
"Luxembourg","LUX",212,2014,0.7451,0.0556
"France","FRA",220,1960,0.8631,0.0483
"France","FRA",220,1961,0.8633,0.0441
"France","FRA",220,1962,0.8631,0.0407
"France","FRA",220,1963,0.8623,0.0398
"France","FRA",220,1964,0.8622,0.0393
"France","FRA",220,1965,0.8621,0.0391
"France","FRA",220,1966,0.8633,0.039
"France","FRA",220,1967,0.8649,0.0379
"France","FRA",220,1968,0.8664,0.0365
"France","FRA",220,1969,0.8679,0.0357
"France","FRA",220,1970,0.871,0.0347
"France","FRA",220,1971,0.8749,0.035
"France","FRA",220,1972,0.8788,0.0359
"France","FRA",220,1973,0.8827,0.0371
"France","FRA",220,1974,0.8869,0.0379
"France","FRA",220,1975,0.8905,0.0384
"France","FRA",220,1976,0.8947,0.0387
"France","FRA",220,1977,0.898,0.0385
"France","FRA",220,1978,0.9021,0.0386
"France","FRA",220,1979,0.9069,0.0383
"France","FRA",220,1980,0.9133,0.0372
"France","FRA",220,1981,0.921,0.0353
"France","FRA",220,1982,0.9284,0.0334
"France","FRA",220,1983,0.9362,0.0315
"France","FRA",220,1984,0.9432,0.0297
"France","FRA",220,1985,0.9509,0.0281
"France","FRA",220,1986,0.9558,0.0267
"France","FRA",220,1987,0.9593,0.0255
"France","FRA",220,1988,0.9619,0.0246
"France","FRA",220,1989,0.9635,0.0237
"France","FRA",220,1990,0.9643,0.0233
"France","FRA",220,1991,0.9648,0.0229
"France","FRA",220,1992,0.9654,0.0231
"France","FRA",220,1993,0.9656,0.0231
"France","FRA",220,1994,0.9658,0.0235
"France","FRA",220,1995,0.965,0.0236
"France","FRA",220,1996,0.9645,0.024
"France","FRA",220,1997,0.9626,0.0244
"France","FRA",220,1998,0.9608,0.0252
"France","FRA",220,1999,0.9593,0.0269
"France","FRA",220,2000,0.9578,0.0272
"France","FRA",220,2001,0.9555,0.0279
"France","FRA",220,2002,0.9524,0.0296
"France","FRA",220,2003,0.9491,0.0315
"France","FRA",220,2004,0.9459,0.0328
"France","FRA",220,2005,0.9429,0.0338
"France","FRA",220,2006,0.9403,0.0346
"France","FRA",220,2007,0.9388,0.0348
"France","FRA",220,2008,0.9358,0.0352
"France","FRA",220,2009,0.9344,0.0363
"France","FRA",220,2010,0.9327,0.0383
"France","FRA",220,2011,0.9321,0.0396
"France","FRA",220,2012,0.9298,0.0415
"France","FRA",220,2013,0.9274,0.0443
"France","FRA",220,2014,0.9254,0.047
"Monaco","MCO",221,1990,0.8945,0.0849
"Monaco","MCO",221,1991,0.8961,0.0785
"Monaco","MCO",221,1992,0.8901,0.0792
"Monaco","MCO",221,1993,0.8692,0.0871
"Monaco","MCO",221,1994,0.8534,0.0958
"Monaco","MCO",221,1995,0.8461,0.0958
"Monaco","MCO",221,1996,0.8389,0.099
"Monaco","MCO",221,1997,0.839,0.0952
"Monaco","MCO",221,1998,0.8402,0.0966
"Monaco","MCO",221,1999,0.8401,0.0967
"Monaco","MCO",221,2000,0.8421,0.0979
"Monaco","MCO",221,2001,0.8501,0.0923
"Monaco","MCO",221,2002,0.8478,0.0968
"Monaco","MCO",221,2003,0.8555,0.0911
"Monaco","MCO",221,2004,0.8473,0.0951
"Monaco","MCO",221,2005,0.8236,0.1009
"Monaco","MCO",221,2006,0.8192,0.1027
"Monaco","MCO",221,2007,0.7963,0.1112
"Monaco","MCO",221,2008,0.7876,0.1137
"Monaco","MCO",221,2009,0.7496,0.1235
"Monaco","MCO",221,2010,0.7275,0.142
"Monaco","MCO",221,2011,0.7149,0.1547
"Liechtenstein","LIE",223,1991,0.8796,0.0895
"Liechtenstein","LIE",223,1992,0.8949,0.0781
"Liechtenstein","LIE",223,1993,0.8989,0.0749
"Liechtenstein","LIE",223,1994,0.8956,0.0754
"Liechtenstein","LIE",223,1995,0.9067,0.0698
"Liechtenstein","LIE",223,1996,0.9059,0.0691
"Liechtenstein","LIE",223,1997,0.895,0.0745
"Liechtenstein","LIE",223,1998,0.8926,0.0757
"Liechtenstein","LIE",223,1999,0.9051,0.0673
"Liechtenstein","LIE",223,2000,0.9048,0.0664
"Liechtenstein","LIE",223,2001,0.904,0.0657
"Liechtenstein","LIE",223,2002,0.8893,0.0717
"Liechtenstein","LIE",223,2003,0.8618,0.0855
"Liechtenstein","LIE",223,2004,0.8253,0.0991
"Liechtenstein","LIE",223,2005,0.8054,0.1032
"Liechtenstein","LIE",223,2006,0.7939,0.1089
"Liechtenstein","LIE",223,2007,0.792,0.1061
"Liechtenstein","LIE",223,2008,0.7984,0.1072
"Liechtenstein","LIE",223,2009,0.7901,0.1085
"Liechtenstein","LIE",223,2010,0.7942,0.1085
"Liechtenstein","LIE",223,2011,0.7784,0.1179
"Switzerland","CHE",225,1960,0.6966,0.0421
"Switzerland","CHE",225,1961,0.6962,0.0397
"Switzerland","CHE",225,1962,0.6965,0.0375
"Switzerland","CHE",225,1963,0.6964,0.0352
"Switzerland","CHE",225,1964,0.6952,0.0339
"Switzerland","CHE",225,1965,0.6948,0.0336
"Switzerland","CHE",225,1966,0.6948,0.0332
"Switzerland","CHE",225,1967,0.695,0.0326
"Switzerland","CHE",225,1968,0.6956,0.0323
"Switzerland","CHE",225,1969,0.6964,0.0324
"Switzerland","CHE",225,1970,0.6977,0.0327
"Switzerland","CHE",225,1971,0.6986,0.0323
"Switzerland","CHE",225,1972,0.7,0.0328
"Switzerland","CHE",225,1973,0.7019,0.0325
"Switzerland","CHE",225,1974,0.7035,0.0312
"Switzerland","CHE",225,1975,0.7051,0.0303
"Switzerland","CHE",225,1976,0.7072,0.0304
"Switzerland","CHE",225,1977,0.7099,0.0296
"Switzerland","CHE",225,1978,0.7119,0.0296
"Switzerland","CHE",225,1979,0.7148,0.0283
"Switzerland","CHE",225,1980,0.7187,0.0284
"Switzerland","CHE",225,1981,0.7226,0.0283
"Switzerland","CHE",225,1982,0.7261,0.0286
"Switzerland","CHE",225,1983,0.7296,0.03
"Switzerland","CHE",225,1984,0.7326,0.0318
"Switzerland","CHE",225,1985,0.7352,0.031
"Switzerland","CHE",225,1986,0.7366,0.0311
"Switzerland","CHE",225,1987,0.7373,0.0312
"Switzerland","CHE",225,1988,0.7376,0.0306
"Switzerland","CHE",225,1989,0.7367,0.0302
"Switzerland","CHE",225,1990,0.7354,0.0289
"Switzerland","CHE",225,1991,0.7345,0.0299
"Switzerland","CHE",225,1992,0.7339,0.031
"Switzerland","CHE",225,1993,0.733,0.0313
"Switzerland","CHE",225,1994,0.7325,0.031
"Switzerland","CHE",225,1995,0.7321,0.0308
"Switzerland","CHE",225,1996,0.7323,0.0306
"Switzerland","CHE",225,1997,0.7321,0.0319
"Switzerland","CHE",225,1998,0.7313,0.0323
"Switzerland","CHE",225,1999,0.7304,0.0328
"Switzerland","CHE",225,2000,0.7291,0.033
"Switzerland","CHE",225,2001,0.7277,0.0325
"Switzerland","CHE",225,2002,0.7255,0.033
"Switzerland","CHE",225,2003,0.7224,0.0325
"Switzerland","CHE",225,2004,0.7196,0.0321
"Switzerland","CHE",225,2005,0.7175,0.0323
"Switzerland","CHE",225,2006,0.7151,0.0329
"Switzerland","CHE",225,2007,0.7117,0.0331
"Switzerland","CHE",225,2008,0.7101,0.0341
"Switzerland","CHE",225,2009,0.7089,0.0354
"Switzerland","CHE",225,2010,0.7085,0.0352
"Switzerland","CHE",225,2011,0.7076,0.0356
"Switzerland","CHE",225,2012,0.7069,0.0372
"Switzerland","CHE",225,2013,0.7058,0.0385
"Switzerland","CHE",225,2014,0.7049,0.0407
"Spain","ESP",230,1960,0.0834,0.0637
"Spain","ESP",230,1961,0.0782,0.0554
"Spain","ESP",230,1962,0.0743,0.052
"Spain","ESP",230,1963,0.0733,0.0498
"Spain","ESP",230,1964,0.073,0.0507
"Spain","ESP",230,1965,0.0719,0.0508
"Spain","ESP",230,1966,0.0707,0.0494
"Spain","ESP",230,1967,0.0681,0.0471
"Spain","ESP",230,1968,0.0696,0.0487
"Spain","ESP",230,1969,0.0705,0.0483
"Spain","ESP",230,1970,0.0764,0.0506
"Spain","ESP",230,1971,0.0804,0.0533
"Spain","ESP",230,1972,0.0878,0.0562
"Spain","ESP",230,1973,0.1066,0.0618
"Spain","ESP",230,1974,0.1557,0.0722
"Spain","ESP",230,1975,0.2634,0.0754
"Spain","ESP",230,1976,0.4027,0.0767
"Spain","ESP",230,1977,0.6318,0.0763
"Spain","ESP",230,1978,0.8191,0.0769
"Spain","ESP",230,1979,0.9066,0.0606
"Spain","ESP",230,1980,0.9392,0.0468
"Spain","ESP",230,1981,0.9501,0.0403
"Spain","ESP",230,1982,0.9516,0.0391
"Spain","ESP",230,1983,0.953,0.0374
"Spain","ESP",230,1984,0.9563,0.0364
"Spain","ESP",230,1985,0.9583,0.0346
"Spain","ESP",230,1986,0.9577,0.034
"Spain","ESP",230,1987,0.9559,0.0357
"Spain","ESP",230,1988,0.9564,0.0342
"Spain","ESP",230,1989,0.9526,0.038
"Spain","ESP",230,1990,0.9546,0.036
"Spain","ESP",230,1991,0.9592,0.0334
"Spain","ESP",230,1992,0.9578,0.0347
"Spain","ESP",230,1993,0.9499,0.0379
"Spain","ESP",230,1994,0.9396,0.0462
"Spain","ESP",230,1995,0.9447,0.042
"Spain","ESP",230,1996,0.945,0.0436
"Spain","ESP",230,1997,0.9495,0.0402
"Spain","ESP",230,1998,0.9495,0.0402
"Spain","ESP",230,1999,0.9451,0.0416
"Spain","ESP",230,2000,0.9396,0.0445
"Spain","ESP",230,2001,0.9339,0.0478
"Spain","ESP",230,2002,0.9292,0.0497
"Spain","ESP",230,2003,0.9393,0.0447
"Spain","ESP",230,2004,0.9402,0.0446
"Spain","ESP",230,2005,0.941,0.0434
"Spain","ESP",230,2006,0.9416,0.0435
"Spain","ESP",230,2007,0.941,0.0435
"Spain","ESP",230,2008,0.938,0.0449
"Spain","ESP",230,2009,0.9395,0.0458
"Spain","ESP",230,2010,0.9412,0.0438
"Spain","ESP",230,2011,0.9434,0.0415
"Spain","ESP",230,2012,0.9454,0.0415
"Spain","ESP",230,2013,0.9438,0.0444
"Spain","ESP",230,2014,0.9327,0.0511
"Andorra","AND",232,1991,0.8767,0.1039
"Andorra","AND",232,1992,0.8694,0.0987
"Andorra","AND",232,1993,0.8262,0.1166
"Andorra","AND",232,1994,0.8579,0.1045
"Andorra","AND",232,1995,0.8665,0.1024
"Andorra","AND",232,1996,0.87,0.102
"Andorra","AND",232,1997,0.8716,0.0933
"Andorra","AND",232,1998,0.8752,0.0933
"Andorra","AND",232,1999,0.8511,0.1084
"Andorra","AND",232,2000,0.7808,0.1291
"Andorra","AND",232,2001,0.7607,0.1272
"Andorra","AND",232,2002,0.7417,0.1442
"Andorra","AND",232,2003,0.6509,0.1613
"Andorra","AND",232,2004,0.5768,0.1688
"Andorra","AND",232,2005,0.5016,0.1648
"Andorra","AND",232,2006,0.4003,0.1589
"Andorra","AND",232,2007,0.2688,0.1465
"Andorra","AND",232,2008,0.2057,0.1276
"Andorra","AND",232,2009,0.1786,0.1185
"Andorra","AND",232,2010,0.1777,0.1244
"Andorra","AND",232,2011,0.1909,0.1347
"Portugal","PRT",235,1960,0.0445,0.0402
"Portugal","PRT",235,1961,0.0391,0.0342
"Portugal","PRT",235,1962,0.0372,0.0318
"Portugal","PRT",235,1963,0.0393,0.0345
"Portugal","PRT",235,1964,0.0377,0.0323
"Portugal","PRT",235,1965,0.0407,0.0359
"Portugal","PRT",235,1966,0.04,0.0334
"Portugal","PRT",235,1967,0.0416,0.0353
"Portugal","PRT",235,1968,0.0405,0.0354
"Portugal","PRT",235,1969,0.0401,0.0345
"Portugal","PRT",235,1970,0.0409,0.0341
"Portugal","PRT",235,1971,0.0417,0.0361
"Portugal","PRT",235,1972,0.0429,0.0377
"Portugal","PRT",235,1973,0.0581,0.0446
"Portugal","PRT",235,1974,0.143,0.0773
"Portugal","PRT",235,1975,0.4448,0.0783
"Portugal","PRT",235,1976,0.6824,0.0882
"Portugal","PRT",235,1977,0.7941,0.0865
"Portugal","PRT",235,1978,0.8405,0.0832
"Portugal","PRT",235,1979,0.8499,0.0804
"Portugal","PRT",235,1980,0.8206,0.0819
"Portugal","PRT",235,1981,0.818,0.0808
"Portugal","PRT",235,1982,0.8149,0.0823
"Portugal","PRT",235,1983,0.813,0.0804
"Portugal","PRT",235,1984,0.816,0.0798
"Portugal","PRT",235,1985,0.8158,0.0765
"Portugal","PRT",235,1986,0.8361,0.0766
"Portugal","PRT",235,1987,0.8194,0.0781
"Portugal","PRT",235,1988,0.8379,0.0763
"Portugal","PRT",235,1989,0.8357,0.0767
"Portugal","PRT",235,1990,0.8514,0.0739
"Portugal","PRT",235,1991,0.8345,0.0759
"Portugal","PRT",235,1992,0.83,0.077
"Portugal","PRT",235,1993,0.8441,0.0741
"Portugal","PRT",235,1994,0.8223,0.0758
"Portugal","PRT",235,1995,0.8069,0.0769
"Portugal","PRT",235,1996,0.8402,0.0752
"Portugal","PRT",235,1997,0.8393,0.075
"Portugal","PRT",235,1998,0.8209,0.0783
"Portugal","PRT",235,1999,0.8298,0.0778
"Portugal","PRT",235,2000,0.8217,0.0771
"Portugal","PRT",235,2001,0.8171,0.0761
"Portugal","PRT",235,2002,0.8198,0.0784
"Portugal","PRT",235,2003,0.8213,0.0801
"Portugal","PRT",235,2004,0.8186,0.0793
"Portugal","PRT",235,2005,0.8141,0.0801
"Portugal","PRT",235,2006,0.8055,0.0834
"Portugal","PRT",235,2007,0.7885,0.0801
"Portugal","PRT",235,2008,0.7563,0.0794
"Portugal","PRT",235,2009,0.7422,0.0793
"Portugal","PRT",235,2010,0.7399,0.0779
"Portugal","PRT",235,2011,0.7415,0.0799
"Portugal","PRT",235,2012,0.7525,0.0855
